class,image_path,name,xmax,xmin,ymax,ymin
8.0,4406af971da05cd9cf673fe8be215c88.jpg,SAND_ON_ROAD,831.0,694.0,221.0,122.0
8.0,4406af971da05cd9cf673fe8be215c88.jpg,SAND_ON_ROAD,722.0,603.0,210.0,126.0
8.0,4406af971da05cd9cf673fe8be215c88.jpg,SAND_ON_ROAD,629.0,524.0,196.0,131.0
2.0,4406af971da05cd9cf673fe8be215c88.jpg,POTHOLES,448.0,315.0,232.0,161.0
2.0,4406af971da05cd9cf673fe8be215c88.jpg,POTHOLES,385.0,200.0,271.0,185.0
2.0,4406af971da05cd9cf673fe8be215c88.jpg,POTHOLES,317.0,162.0,279.0,202.0
2.0,4406af971da05cd9cf673fe8be215c88.jpg,POTHOLES,171.0,-22.0,567.0,403.0
2.0,4406af971da05cd9cf673fe8be215c88.jpg,POTHOLES,396.0,58.0,563.0,434.0
9.0,e5752f43d2a0eb7bb7204e2998905d7b.jpg,CLUTTER_SIDEWALK,483.0,29.0,299.0,199.0
9.0,e5752f43d2a0eb7bb7204e2998905d7b.jpg,CLUTTER_SIDEWALK,910.0,297.0,300.0,179.0
4.0,900163797e390758a730031a762051f9.jpg,CONSTRUCTION_ROAD,985.0,538.0,530.0,82.0
3.0,900163797e390758a730031a762051f9.jpg,GARBAGE,863.0,723.0,270.0,119.0
2.0,4cc951011075971b8a91db8f51aa53c2.jpg,POTHOLES,499.0,378.0,489.0,306.0
2.0,4cc951011075971b8a91db8f51aa53c2.jpg,POTHOLES,902.0,672.0,522.0,345.0
2.0,017c72c679342d0a94204da0967a5e74.jpg,POTHOLES,538.0,463.0,327.0,265.0
2.0,017c72c679342d0a94204da0967a5e74.jpg,POTHOLES,542.0,418.0,458.0,289.0
2.0,017c72c679342d0a94204da0967a5e74.jpg,POTHOLES,537.0,384.0,577.0,362.0
9.0,a60671fd34066c37c673d232c5d6295e.jpg,CLUTTER_SIDEWALK,328.0,0.0,242.0,169.0
3.0,40aaf7c14d5315a7cbf31da512198bba.jpg,GARBAGE,372.0,317.0,278.0,230.0
4.0,0a4f38c94dd63cd8e5b9209dc9892146.jpg,CONSTRUCTION_ROAD,829.0,-160.0,511.0,134.0
9.0,b79f79f19403bad4e22e7989ffec284e.jpg,CLUTTER_SIDEWALK,1057.0,310.0,316.0,189.0
4.0,76d3a56f3e048d9d7724bdc9b7f2e475.jpg,CONSTRUCTION_ROAD,422.0,263.0,242.0,152.0
4.0,76d3a56f3e048d9d7724bdc9b7f2e475.jpg,CONSTRUCTION_ROAD,332.0,139.0,261.0,135.0
4.0,76d3a56f3e048d9d7724bdc9b7f2e475.jpg,CONSTRUCTION_ROAD,245.0,-36.0,295.0,120.0
2.0,a5b72bbb120c5d4912195d5fc0767e7e.jpg,POTHOLES,720.0,529.0,364.0,234.0
2.0,a5b72bbb120c5d4912195d5fc0767e7e.jpg,POTHOLES,638.0,324.0,604.0,328.0
3.0,bcdaf8cd6f779819f25823b92d7c70ac.jpg,GARBAGE,199.0,146.0,279.0,214.0
8.0,bcdaf8cd6f779819f25823b92d7c70ac.jpg,SAND_ON_ROAD,862.0,689.0,295.0,190.0
9.0,f3006de4f58aa9b8f44b9a410f503590.jpg,CLUTTER_SIDEWALK,434.0,13.0,300.0,169.0
9.0,f3006de4f58aa9b8f44b9a410f503590.jpg,CLUTTER_SIDEWALK,701.0,297.0,294.0,188.0
9.0,f3006de4f58aa9b8f44b9a410f503590.jpg,CLUTTER_SIDEWALK,985.0,676.0,311.0,197.0
3.0,47a7066f2aa25e4f93c12de6d4420143.jpg,GARBAGE,71.0,23.0,218.0,158.0
3.0,47a7066f2aa25e4f93c12de6d4420143.jpg,GARBAGE,128.0,65.0,189.0,147.0
3.0,9c4169f4f92b427d0501fe4971b3a6bd.jpg,GARBAGE,466.0,315.0,240.0,158.0
3.0,97367013391bef698d08c0b6d2e1e24d.jpg,GARBAGE,329.0,169.0,376.0,275.0
3.0,97367013391bef698d08c0b6d2e1e24d.jpg,GARBAGE,265.0,122.0,296.0,229.0
3.0,97367013391bef698d08c0b6d2e1e24d.jpg,GARBAGE,199.0,46.0,314.0,234.0
3.0,97367013391bef698d08c0b6d2e1e24d.jpg,GARBAGE,231.0,114.0,357.0,278.0
3.0,97367013391bef698d08c0b6d2e1e24d.jpg,GARBAGE,909.0,817.0,299.0,238.0
3.0,97367013391bef698d08c0b6d2e1e24d.jpg,GARBAGE,837.0,756.0,289.0,231.0
3.0,97367013391bef698d08c0b6d2e1e24d.jpg,GARBAGE,524.0,403.0,316.0,248.0
3.0,97367013391bef698d08c0b6d2e1e24d.jpg,GARBAGE,445.0,371.0,284.0,222.0
3.0,97367013391bef698d08c0b6d2e1e24d.jpg,GARBAGE,537.0,460.0,358.0,310.0
8.0,dd73618878c57a206210c3f35031e25a.jpg,SAND_ON_ROAD,605.0,470.0,263.0,210.0
3.0,130ca4eab8b4f2073f3b2651ee5977c8.jpg,GARBAGE,329.0,227.0,266.0,160.0
3.0,838919b1c613b099023c5170308e0528.jpg,GARBAGE,508.0,461.0,384.0,324.0
3.0,838919b1c613b099023c5170308e0528.jpg,GARBAGE,846.0,789.0,388.0,341.0
0.0,509ac89fb1e877778542c2c7abfef940.jpg,GRAFFITI,162.0,-41.0,130.0,24.0
0.0,509ac89fb1e877778542c2c7abfef940.jpg,GRAFFITI,220.0,-64.0,174.0,80.0
0.0,509ac89fb1e877778542c2c7abfef940.jpg,GRAFFITI,198.0,-46.0,198.0,122.0
3.0,01a9171f5ab0c73273c178e82db4ea7f.jpg,GARBAGE,920.0,737.0,379.0,271.0
3.0,01a9171f5ab0c73273c178e82db4ea7f.jpg,GARBAGE,711.0,610.0,296.0,217.0
3.0,01a9171f5ab0c73273c178e82db4ea7f.jpg,GARBAGE,579.0,485.0,286.0,227.0
3.0,030e715ac212fcfc682a87f04dc94223.jpg,GARBAGE,361.0,264.0,269.0,212.0
8.0,94c853517b00d7551f8e9a0e817a1029.jpg,SAND_ON_ROAD,185.0,-14.0,331.0,185.0
3.0,94c853517b00d7551f8e9a0e817a1029.jpg,GARBAGE,236.0,126.0,254.0,183.0
3.0,94c853517b00d7551f8e9a0e817a1029.jpg,GARBAGE,301.0,186.0,272.0,165.0
2.0,94c853517b00d7551f8e9a0e817a1029.jpg,POTHOLES,458.0,314.0,483.0,238.0
2.0,94c853517b00d7551f8e9a0e817a1029.jpg,POTHOLES,357.0,183.0,488.0,299.0
2.0,94c853517b00d7551f8e9a0e817a1029.jpg,POTHOLES,589.0,368.0,542.0,410.0
2.0,89f1b1679d30db4b09213255390913f7.jpg,POTHOLES,695.0,445.0,338.0,185.0
2.0,89f1b1679d30db4b09213255390913f7.jpg,POTHOLES,990.0,666.0,517.0,308.0
2.0,89f1b1679d30db4b09213255390913f7.jpg,POTHOLES,294.0,96.0,456.0,310.0
2.0,89f1b1679d30db4b09213255390913f7.jpg,POTHOLES,222.0,22.0,583.0,390.0
9.0,e020830129379cb65f6fff70f00e3295.jpg,CLUTTER_SIDEWALK,421.0,258.0,240.0,173.0
9.0,e020830129379cb65f6fff70f00e3295.jpg,CLUTTER_SIDEWALK,373.0,-34.0,317.0,191.0
3.0,b60f6c75a8d416d5f0f23d19e9480a93.jpg,GARBAGE,860.0,758.0,304.0,259.0
3.0,b60f6c75a8d416d5f0f23d19e9480a93.jpg,GARBAGE,124.0,16.0,242.0,195.0
9.0,e9d9c52c13a6ddfb581d580e5630d785.jpg,CLUTTER_SIDEWALK,609.0,289.0,206.0,158.0
9.0,e9d9c52c13a6ddfb581d580e5630d785.jpg,CLUTTER_SIDEWALK,812.0,508.0,220.0,130.0
4.0,e9d9c52c13a6ddfb581d580e5630d785.jpg,CONSTRUCTION_ROAD,651.0,344.0,159.0,90.0
4.0,e9d9c52c13a6ddfb581d580e5630d785.jpg,CONSTRUCTION_ROAD,972.0,497.0,155.0,57.0
4.0,e9d9c52c13a6ddfb581d580e5630d785.jpg,CONSTRUCTION_ROAD,1005.0,804.0,99.0,19.0
4.0,e9d9c52c13a6ddfb581d580e5630d785.jpg,CONSTRUCTION_ROAD,368.0,-92.0,199.0,107.0
9.0,4105ef200366d9fa0a27b319ecc4d1e1.jpg,CLUTTER_SIDEWALK,357.0,39.0,243.0,191.0
9.0,4105ef200366d9fa0a27b319ecc4d1e1.jpg,CLUTTER_SIDEWALK,680.0,237.0,248.0,191.0
2.0,37fb63c76ff248c8d4d2de3da2b5f260.jpg,POTHOLES,531.0,453.0,272.0,199.0
2.0,37fb63c76ff248c8d4d2de3da2b5f260.jpg,POTHOLES,572.0,434.0,380.0,239.0
2.0,37fb63c76ff248c8d4d2de3da2b5f260.jpg,POTHOLES,690.0,514.0,505.0,306.0
2.0,37fb63c76ff248c8d4d2de3da2b5f260.jpg,POTHOLES,546.0,368.0,534.0,283.0
4.0,8cf2c7349839d9fcc5a77f67e46e8fd3.jpg,CONSTRUCTION_ROAD,450.0,273.0,264.0,147.0
4.0,8cf2c7349839d9fcc5a77f67e46e8fd3.jpg,CONSTRUCTION_ROAD,359.0,85.0,315.0,85.0
4.0,8cf2c7349839d9fcc5a77f67e46e8fd3.jpg,CONSTRUCTION_ROAD,200.0,-34.0,368.0,37.0
7.0,8cf2c7349839d9fcc5a77f67e46e8fd3.jpg,BAD_BILLBOARD,933.0,655.0,149.0,22.0
2.0,ef873abf867fea080de2c9f57a419cfd.jpg,POTHOLES,692.0,421.0,569.0,424.0
2.0,d6db3c14c30b720cd6fa0314a94e3b8d.jpg,POTHOLES,422.0,320.0,255.0,189.0
2.0,d6db3c14c30b720cd6fa0314a94e3b8d.jpg,POTHOLES,571.0,449.0,464.0,318.0
2.0,d6db3c14c30b720cd6fa0314a94e3b8d.jpg,POTHOLES,584.0,464.0,564.0,390.0
2.0,d6db3c14c30b720cd6fa0314a94e3b8d.jpg,POTHOLES,173.0,38.0,439.0,345.0
2.0,d6db3c14c30b720cd6fa0314a94e3b8d.jpg,POTHOLES,273.0,108.0,386.0,296.0
2.0,76d14b05b1d92d8902f9072544ffd2b4.jpg,POTHOLES,321.0,208.0,398.0,318.0
0.0,24669c3d14e8f0cb787ad3b568481cae.jpg,GRAFFITI,975.0,846.0,246.0,150.0
4.0,63c0c21b70e20b0b0b2c64364bbb0f63.jpg,CONSTRUCTION_ROAD,725.0,380.0,209.0,147.0
9.0,9d6c8d52552c46204fcdc32cc1081938.jpg,CLUTTER_SIDEWALK,680.0,53.0,433.0,293.0
9.0,80fa46708a5f6a0ea4007309fb7339c3.jpg,CLUTTER_SIDEWALK,211.0,133.0,241.0,201.0
0.0,80fa46708a5f6a0ea4007309fb7339c3.jpg,GRAFFITI,799.0,736.0,261.0,220.0
0.0,80fa46708a5f6a0ea4007309fb7339c3.jpg,GRAFFITI,837.0,779.0,262.0,212.0
0.0,80fa46708a5f6a0ea4007309fb7339c3.jpg,GRAFFITI,880.0,818.0,256.0,222.0
3.0,5553c98a1a317b4531fba2516f6c2126.jpg,GARBAGE,284.0,217.0,415.0,309.0
3.0,5553c98a1a317b4531fba2516f6c2126.jpg,GARBAGE,773.0,703.0,402.0,344.0
4.0,d76e949786d429d7523d13cdcbae0156.jpg,CONSTRUCTION_ROAD,157.0,-33.0,272.0,118.0
4.0,d76e949786d429d7523d13cdcbae0156.jpg,CONSTRUCTION_ROAD,214.0,100.0,244.0,150.0
4.0,d76e949786d429d7523d13cdcbae0156.jpg,CONSTRUCTION_ROAD,705.0,494.0,280.0,145.0
4.0,d76e949786d429d7523d13cdcbae0156.jpg,CONSTRUCTION_ROAD,816.0,605.0,348.0,98.0
4.0,d76e949786d429d7523d13cdcbae0156.jpg,CONSTRUCTION_ROAD,954.0,713.0,354.0,150.0
7.0,6af3faa9fa2d8f62555cc6ddb8132816.jpg,BAD_BILLBOARD,681.0,582.0,189.0,129.0
3.0,34a638cea6823e3e30d91a76d478547d.jpg,GARBAGE,474.0,391.0,302.0,235.0
3.0,34a638cea6823e3e30d91a76d478547d.jpg,GARBAGE,490.0,449.0,340.0,287.0
3.0,34a638cea6823e3e30d91a76d478547d.jpg,GARBAGE,445.0,296.0,339.0,247.0
3.0,cc63f408402414547ea45162a3f072b3.jpg,GARBAGE,184.0,135.0,335.0,285.0
3.0,cc63f408402414547ea45162a3f072b3.jpg,GARBAGE,513.0,461.0,340.0,282.0
2.0,cc63f408402414547ea45162a3f072b3.jpg,POTHOLES,612.0,475.0,355.0,208.0
2.0,cc63f408402414547ea45162a3f072b3.jpg,POTHOLES,885.0,577.0,546.0,348.0
3.0,f50e6f1f9fe5af875c7ec0fbb625d254.jpg,GARBAGE,620.0,522.0,230.0,172.0
3.0,f50e6f1f9fe5af875c7ec0fbb625d254.jpg,GARBAGE,173.0,108.0,211.0,162.0
0.0,c8aad2d4281683a1872dce6ad66f1234.jpg,GRAFFITI,390.0,162.0,324.0,208.0
0.0,c8aad2d4281683a1872dce6ad66f1234.jpg,GRAFFITI,223.0,106.0,292.0,217.0
3.0,f05d8d40610a89fbb6b1bae6ca5f3664.jpg,GARBAGE,177.0,48.0,194.0,118.0
3.0,f05d8d40610a89fbb6b1bae6ca5f3664.jpg,GARBAGE,113.0,-5.0,196.0,112.0
3.0,f05d8d40610a89fbb6b1bae6ca5f3664.jpg,GARBAGE,104.0,24.0,229.0,174.0
3.0,f05d8d40610a89fbb6b1bae6ca5f3664.jpg,GARBAGE,393.0,304.0,239.0,175.0
3.0,5f634aa4df4e2c5f6bc89c6946818bcf.jpg,GARBAGE,887.0,750.0,321.0,208.0
3.0,5f634aa4df4e2c5f6bc89c6946818bcf.jpg,GARBAGE,988.0,868.0,305.0,239.0
3.0,5f634aa4df4e2c5f6bc89c6946818bcf.jpg,GARBAGE,785.0,646.0,281.0,214.0
3.0,5f634aa4df4e2c5f6bc89c6946818bcf.jpg,GARBAGE,689.0,586.0,264.0,206.0
3.0,f1fa89ac53ca2cbebb81a941c507b868.jpg,GARBAGE,917.0,530.0,370.0,193.0
9.0,90ca6dc8a9bb03fbf293a7cab6a634ef.jpg,CLUTTER_SIDEWALK,473.0,228.0,241.0,127.0
9.0,90ca6dc8a9bb03fbf293a7cab6a634ef.jpg,CLUTTER_SIDEWALK,351.0,-29.0,314.0,147.0
3.0,a95c1e8bb138bbc1b14b2df1b1020e6c.jpg,GARBAGE,390.0,279.0,407.0,341.0
3.0,a95c1e8bb138bbc1b14b2df1b1020e6c.jpg,GARBAGE,270.0,161.0,412.0,334.0
3.0,a95c1e8bb138bbc1b14b2df1b1020e6c.jpg,GARBAGE,226.0,62.0,431.0,341.0
3.0,a95c1e8bb138bbc1b14b2df1b1020e6c.jpg,GARBAGE,414.0,337.0,438.0,372.0
7.0,c9c1659fc5e87844192b9a5b184b3c63.jpg,BAD_BILLBOARD,794.0,595.0,220.0,130.0
4.0,a6c5a7cfc8a91a6779066df9e2d9df1c.jpg,CONSTRUCTION_ROAD,433.0,-59.0,357.0,155.0
4.0,a6c5a7cfc8a91a6779066df9e2d9df1c.jpg,CONSTRUCTION_ROAD,1044.0,262.0,392.0,156.0
4.0,a6c5a7cfc8a91a6779066df9e2d9df1c.jpg,CONSTRUCTION_ROAD,856.0,565.0,191.0,138.0
4.0,a6c5a7cfc8a91a6779066df9e2d9df1c.jpg,CONSTRUCTION_ROAD,625.0,414.0,201.0,139.0
4.0,a6c5a7cfc8a91a6779066df9e2d9df1c.jpg,CONSTRUCTION_ROAD,245.0,73.0,198.0,121.0
3.0,a6c5a7cfc8a91a6779066df9e2d9df1c.jpg,GARBAGE,359.0,185.0,532.0,415.0
3.0,a6c5a7cfc8a91a6779066df9e2d9df1c.jpg,GARBAGE,404.0,316.0,388.0,330.0
3.0,d42327c9ca33081b60d8ae6a4ca29f9d.jpg,GARBAGE,720.0,657.0,302.0,231.0
3.0,d42327c9ca33081b60d8ae6a4ca29f9d.jpg,GARBAGE,762.0,669.0,341.0,277.0
4.0,4262e2a19ff8aadec1ba9a4fd93e9918.jpg,CONSTRUCTION_ROAD,708.0,396.0,322.0,88.0
4.0,4262e2a19ff8aadec1ba9a4fd93e9918.jpg,CONSTRUCTION_ROAD,1013.0,480.0,427.0,21.0
4.0,4262e2a19ff8aadec1ba9a4fd93e9918.jpg,CONSTRUCTION_ROAD,444.0,160.0,282.0,93.0
4.0,4262e2a19ff8aadec1ba9a4fd93e9918.jpg,CONSTRUCTION_ROAD,355.0,-83.0,414.0,66.0
4.0,aa5d175cb41882e65ca3c903885e6471.jpg,CONSTRUCTION_ROAD,169.0,2.0,296.0,221.0
4.0,aa5d175cb41882e65ca3c903885e6471.jpg,CONSTRUCTION_ROAD,281.0,130.0,300.0,218.0
4.0,aa5d175cb41882e65ca3c903885e6471.jpg,CONSTRUCTION_ROAD,885.0,629.0,322.0,202.0
4.0,aa5d175cb41882e65ca3c903885e6471.jpg,CONSTRUCTION_ROAD,981.0,790.0,313.0,225.0
8.0,aff6be28673f2286ac783d2692d3cf16.jpg,SAND_ON_ROAD,898.0,764.0,149.0,73.0
8.0,aff6be28673f2286ac783d2692d3cf16.jpg,SAND_ON_ROAD,989.0,860.0,139.0,51.0
9.0,1ec3752eccfe0760782193cf506a299e.jpg,CLUTTER_SIDEWALK,334.0,-77.0,401.0,288.0
3.0,1ec3752eccfe0760782193cf506a299e.jpg,GARBAGE,251.0,58.0,364.0,322.0
3.0,1ec3752eccfe0760782193cf506a299e.jpg,GARBAGE,535.0,466.0,424.0,370.0
3.0,1ec3752eccfe0760782193cf506a299e.jpg,GARBAGE,498.0,413.0,366.0,315.0
3.0,1ec3752eccfe0760782193cf506a299e.jpg,GARBAGE,795.0,729.0,354.0,310.0
3.0,1ec3752eccfe0760782193cf506a299e.jpg,GARBAGE,838.0,778.0,369.0,333.0
3.0,7a15bbd5355cd4678ba53c86eabca93a.jpg,GARBAGE,749.0,610.0,245.0,172.0
3.0,7a15bbd5355cd4678ba53c86eabca93a.jpg,GARBAGE,800.0,678.0,246.0,175.0
3.0,602572feb5c5a41d7c1a6d9b3ca638bf.jpg,GARBAGE,589.0,489.0,274.0,190.0
4.0,18ecc1bc6027cbeca4c23cb8f3644429.jpg,CONSTRUCTION_ROAD,305.0,174.0,237.0,172.0
4.0,18ecc1bc6027cbeca4c23cb8f3644429.jpg,CONSTRUCTION_ROAD,248.0,14.0,259.0,163.0
9.0,959ef08ce1875c71a4ff87f311a47fae.jpg,CLUTTER_SIDEWALK,444.0,145.0,235.0,142.0
9.0,959ef08ce1875c71a4ff87f311a47fae.jpg,CLUTTER_SIDEWALK,273.0,-31.0,273.0,169.0
3.0,587d13dab5d4863f8abd5b2f1c2094fd.jpg,GARBAGE,174.0,114.0,282.0,236.0
3.0,587d13dab5d4863f8abd5b2f1c2094fd.jpg,GARBAGE,321.0,162.0,299.0,235.0
3.0,587d13dab5d4863f8abd5b2f1c2094fd.jpg,GARBAGE,354.0,288.0,284.0,243.0
3.0,587d13dab5d4863f8abd5b2f1c2094fd.jpg,GARBAGE,323.0,272.0,300.0,257.0
3.0,587d13dab5d4863f8abd5b2f1c2094fd.jpg,GARBAGE,936.0,829.0,287.0,233.0
3.0,587d13dab5d4863f8abd5b2f1c2094fd.jpg,GARBAGE,828.0,767.0,291.0,248.0
3.0,e37722145c296ce51cbfdd5777800f99.jpg,GARBAGE,440.0,356.0,387.0,347.0
3.0,e37722145c296ce51cbfdd5777800f99.jpg,GARBAGE,321.0,252.0,395.0,351.0
4.0,9633437a5039f6d2e6b6fa73c1d19aa7.jpg,CONSTRUCTION_ROAD,440.0,268.0,243.0,161.0
4.0,9633437a5039f6d2e6b6fa73c1d19aa7.jpg,CONSTRUCTION_ROAD,399.0,-27.0,288.0,97.0
4.0,e0aa6da6ff03c122b21d38845c281982.jpg,CONSTRUCTION_ROAD,492.0,365.0,223.0,166.0
4.0,e0aa6da6ff03c122b21d38845c281982.jpg,CONSTRUCTION_ROAD,432.0,215.0,247.0,147.0
4.0,e0aa6da6ff03c122b21d38845c281982.jpg,CONSTRUCTION_ROAD,313.0,59.0,279.0,120.0
4.0,e0aa6da6ff03c122b21d38845c281982.jpg,CONSTRUCTION_ROAD,138.0,-19.0,300.0,102.0
4.0,e0aa6da6ff03c122b21d38845c281982.jpg,CONSTRUCTION_ROAD,744.0,592.0,234.0,180.0
4.0,e0aa6da6ff03c122b21d38845c281982.jpg,CONSTRUCTION_ROAD,835.0,682.0,250.0,171.0
4.0,e0aa6da6ff03c122b21d38845c281982.jpg,CONSTRUCTION_ROAD,992.0,765.0,273.0,176.0
2.0,e0aa6da6ff03c122b21d38845c281982.jpg,POTHOLES,525.0,378.0,372.0,252.0
2.0,e0aa6da6ff03c122b21d38845c281982.jpg,POTHOLES,461.0,227.0,498.0,362.0
2.0,e0aa6da6ff03c122b21d38845c281982.jpg,POTHOLES,504.0,290.0,445.0,302.0
4.0,f826bf8fe44e377e8ae6fe286759599f.jpg,CONSTRUCTION_ROAD,286.0,100.0,243.0,121.0
4.0,f826bf8fe44e377e8ae6fe286759599f.jpg,CONSTRUCTION_ROAD,174.0,-15.0,266.0,83.0
3.0,f826bf8fe44e377e8ae6fe286759599f.jpg,GARBAGE,156.0,47.0,418.0,325.0
3.0,a6fbfc172c62d6dafc0c16f7349345dc.jpg,GARBAGE,525.0,458.0,431.0,359.0
3.0,a6fbfc172c62d6dafc0c16f7349345dc.jpg,GARBAGE,117.0,-28.0,403.0,328.0
3.0,ac7790ee6a56436c61505eafa9c4df7d.jpg,GARBAGE,291.0,243.0,248.0,221.0
8.0,ac7790ee6a56436c61505eafa9c4df7d.jpg,SAND_ON_ROAD,255.0,191.0,286.0,220.0
9.0,0e2b154ce23760519ad2a5cc550f2c3b.jpg,CLUTTER_SIDEWALK,592.0,190.0,390.0,313.0
9.0,0e2b154ce23760519ad2a5cc550f2c3b.jpg,CLUTTER_SIDEWALK,356.0,51.0,384.0,295.0
2.0,f18245af2b1a0a70d055147dc98bcda8.jpg,POTHOLES,816.0,495.0,394.0,236.0
2.0,f18245af2b1a0a70d055147dc98bcda8.jpg,POTHOLES,829.0,631.0,450.0,301.0
2.0,f18245af2b1a0a70d055147dc98bcda8.jpg,POTHOLES,695.0,330.0,595.0,240.0
4.0,f18245af2b1a0a70d055147dc98bcda8.jpg,CONSTRUCTION_ROAD,350.0,173.0,321.0,203.0
4.0,f18245af2b1a0a70d055147dc98bcda8.jpg,CONSTRUCTION_ROAD,310.0,-79.0,387.0,214.0
3.0,1d8aa82c93110a7f13b1636a4ce92b90.jpg,GARBAGE,724.0,629.0,185.0,142.0
3.0,1d8aa82c93110a7f13b1636a4ce92b90.jpg,GARBAGE,704.0,586.0,225.0,155.0
3.0,1d8aa82c93110a7f13b1636a4ce92b90.jpg,GARBAGE,756.0,531.0,280.0,158.0
3.0,1d8aa82c93110a7f13b1636a4ce92b90.jpg,GARBAGE,866.0,763.0,341.0,286.0
3.0,1d8aa82c93110a7f13b1636a4ce92b90.jpg,GARBAGE,562.0,472.0,249.0,173.0
3.0,1d8aa82c93110a7f13b1636a4ce92b90.jpg,GARBAGE,574.0,462.0,363.0,254.0
3.0,1d8aa82c93110a7f13b1636a4ce92b90.jpg,GARBAGE,469.0,347.0,243.0,169.0
3.0,1d8aa82c93110a7f13b1636a4ce92b90.jpg,GARBAGE,507.0,368.0,276.0,198.0
3.0,1d8aa82c93110a7f13b1636a4ce92b90.jpg,GARBAGE,411.0,270.0,288.0,165.0
3.0,1d8aa82c93110a7f13b1636a4ce92b90.jpg,GARBAGE,419.0,313.0,335.0,262.0
3.0,1d8aa82c93110a7f13b1636a4ce92b90.jpg,GARBAGE,383.0,272.0,359.0,297.0
3.0,1d8aa82c93110a7f13b1636a4ce92b90.jpg,GARBAGE,535.0,330.0,476.0,385.0
3.0,1d8aa82c93110a7f13b1636a4ce92b90.jpg,GARBAGE,275.0,108.0,276.0,197.0
3.0,1d8aa82c93110a7f13b1636a4ce92b90.jpg,GARBAGE,166.0,16.0,370.0,281.0
3.0,1d8aa82c93110a7f13b1636a4ce92b90.jpg,GARBAGE,258.0,136.0,375.0,292.0
3.0,7ef7880ebe092f5624314c32802a5bf2.jpg,GARBAGE,433.0,337.0,487.0,408.0
2.0,b9b28b773f72ca11fc81128b1ccc6c68.jpg,POTHOLES,582.0,455.0,587.0,328.0
9.0,b70f9bc2e70ad54b7f83771964bcea33.jpg,CLUTTER_SIDEWALK,406.0,240.0,236.0,175.0
9.0,b70f9bc2e70ad54b7f83771964bcea33.jpg,CLUTTER_SIDEWALK,313.0,125.0,260.0,184.0
9.0,b70f9bc2e70ad54b7f83771964bcea33.jpg,CLUTTER_SIDEWALK,233.0,-45.0,278.0,184.0
3.0,331f0c6a1f7e1661d269fc606210a827.jpg,GARBAGE,532.0,434.0,390.0,316.0
9.0,331f0c6a1f7e1661d269fc606210a827.jpg,CLUTTER_SIDEWALK,340.0,15.0,388.0,294.0
3.0,1faa2c20972a72c56cd644d2f8545190.jpg,GARBAGE,131.0,86.0,318.0,288.0
3.0,1faa2c20972a72c56cd644d2f8545190.jpg,GARBAGE,250.0,104.0,275.0,207.0
3.0,1faa2c20972a72c56cd644d2f8545190.jpg,GARBAGE,486.0,418.0,270.0,222.0
3.0,1faa2c20972a72c56cd644d2f8545190.jpg,GARBAGE,506.0,458.0,274.0,222.0
3.0,1faa2c20972a72c56cd644d2f8545190.jpg,GARBAGE,836.0,794.0,277.0,233.0
3.0,1faa2c20972a72c56cd644d2f8545190.jpg,GARBAGE,673.0,626.0,282.0,234.0
0.0,bc3e146a1cda4bf2b6cc4b777f301976.jpg,GRAFFITI,656.0,585.0,222.0,169.0
3.0,977991c00192fc1c7e4d66920cae032c.jpg,GARBAGE,763.0,652.0,290.0,231.0
3.0,977991c00192fc1c7e4d66920cae032c.jpg,GARBAGE,711.0,619.0,318.0,219.0
3.0,977991c00192fc1c7e4d66920cae032c.jpg,GARBAGE,485.0,411.0,262.0,219.0
3.0,e6c5801c42da728b4d90e1f28b09c7d4.jpg,GARBAGE,358.0,269.0,424.0,370.0
9.0,ae41ac7702146b3534bdf12f691eb1d0.jpg,CLUTTER_SIDEWALK,493.0,-82.0,407.0,221.0
9.0,ae41ac7702146b3534bdf12f691eb1d0.jpg,CLUTTER_SIDEWALK,960.0,286.0,396.0,195.0
8.0,ae41ac7702146b3534bdf12f691eb1d0.jpg,SAND_ON_ROAD,943.0,495.0,214.0,104.0
8.0,ae41ac7702146b3534bdf12f691eb1d0.jpg,SAND_ON_ROAD,630.0,258.0,228.0,134.0
8.0,ae41ac7702146b3534bdf12f691eb1d0.jpg,SAND_ON_ROAD,438.0,-66.0,263.0,144.0
2.0,61ec49f643e62f59baa9b7ffe95bb726.jpg,POTHOLES,350.0,77.0,529.0,263.0
7.0,41d908a71803a09a72fa70416cefc10f.jpg,BAD_BILLBOARD,473.0,373.0,154.0,72.0
4.0,69e16efa8440bf3a6d83ebc8cf1e86ef.jpg,CONSTRUCTION_ROAD,807.0,411.0,306.0,143.0
4.0,69e16efa8440bf3a6d83ebc8cf1e86ef.jpg,CONSTRUCTION_ROAD,1055.0,630.0,435.0,62.0
0.0,4b6b74bf95373edd25f4ea7c418e6738.jpg,GRAFFITI,523.0,21.0,284.0,31.0
4.0,ad7223e4dfa77fd0ae9518531265cccb.jpg,CONSTRUCTION_ROAD,818.0,576.0,280.0,125.0
4.0,ad7223e4dfa77fd0ae9518531265cccb.jpg,CONSTRUCTION_ROAD,647.0,358.0,316.0,115.0
4.0,ad7223e4dfa77fd0ae9518531265cccb.jpg,CONSTRUCTION_ROAD,342.0,149.0,272.0,140.0
4.0,ad7223e4dfa77fd0ae9518531265cccb.jpg,CONSTRUCTION_ROAD,262.0,-41.0,296.0,147.0
8.0,1883acc049017ac936ef14ddeef51f21.jpg,SAND_ON_ROAD,477.0,253.0,209.0,118.0
